TSM_Server,Node,Server,Occ_GB,Cost,
HDCTSM01,INPXWCORSQLV01_SQL,INPXWCORSQLV01,27036.09,Virtual,$1892.52
HDCTSM01,HNAPXLGPCSDBV1_DB2,hnapxlgpcsdb01,26046.68,Virtual,$1823.26
HDCTSM01,HAMPXWSQLV03_SQL,HAMPXWSQLV03,24596.58,Virtual,$1721.76
HDCTSM01,PAHMDCLAUTRM01_DB2,pahmdclautrm01,23015.6,Virtual,$1611.09
HDCTSM01,HNAUXWCVSQL01_SQL,HNAUXWCVSQL01,22417.31,Virtual,$1569.21
HDCTSM01,HNAPXLWBIDB01_DB2,hnapxlwbidb01,22361.08,Virtual,$1565.27
HDCTSM01,HNAUXLPDDASB01,hnauxlpddasb01,20173.28,Virtual,$1412.12
HDCTSM01,AIXPS01P_ORA,aixps01p,19294.78,Virtual,$1350.63
HDCTSM01,HAMPXWSQL019_SQL,HAMPXWSQL019,18723.75,Virtual,$1310.66
HDCTSM01,NIMPROD2,nimprod2,18564.4,Virtual,$1299.50
HDCTSM01,HNAPXLEDVDB01_DB2,hnapxledvdb01,18284.85,Virtual,$1279.93
HDCTSM01,PAHMAHALECC01_DB2,pahmahalecc11,17405.52,Virtual,$1218.38
HDCTSM01,HNAPXLPSADB01_DB2,hnapxlpsadb01,16195.59,Virtual,$1133.69
HDCTSM01,HNAPXWCVSQL05_SQL,HNAPXWCVSQL05,15855,Virtual,$1109.85
HDCTSM01,HDCNOTES13_DOM,HDCNOTES13,15645.91,Virtual,$1095.21
HDCTSM01,PAHMDCLITIMDB01,pahmdclitimdb01,14634.8,Virtual,$1024.43
HDCTSM01,HFCPSQLV13_SQL,HFCPSQLV13,14339.81,Virtual,$1003.78
HDCTSM01,HNAPXWSWPSQLCL1_CLU_SQL,HNAPXWSWPSQLV01,13629.64,Virtual,$954.07
HDCTSM01,HNAPXWMEPOSQL01_SQL,HNAPXWMEPOSQL01,13292.12,Virtual,$930.44
HDCTSM01,INPXWCORSQLV03_SQL,INPXWCORSQLV03,13034.64,Virtual,$912.42
HDCTSM01,HAMPXWSQL017_SQL,HAMPXWSQL017,12908.18,Virtual,$903.57
HDCTSM01,PAHMDCLNGTDB01_DB2,pahmdclngtdb01,12449.94,Virtual,$871.49
HDCTSM01,HNAPXLNAQDB01_DB2,hnapxlnaqdb01,12147.46,Virtual,$850.32
HDCTSM01,HNAPXWFDMAPP001_H,HNAPXWFDMAPP001,11876.2,Virtual,$831.33
HDCTSM01,HMAMAIL10_DOM,HMAMAIL10,11701.32,Virtual,$819.09
HDCTSM01,HFCPS04_DB2,hfcps04,11517.1,Virtual,$806.19
HDCTSM01,HNAPXWAVINSQL01_SQL,HNAPXWAVINSQL01,11469.92,Virtual,$802.89
HDCTSM01,HDCNOTES02_DOM,HDCNOTES02,11374.31,Virtual,$796.20
HDCTSM01,HNANXLSTX02,hnanxlstx02,10900.65,Virtual,$763.04
HDCTSM01,HFCPS04_ARCH,hfcps04,10789.72,Virtual,$755.28
HDCTSM01,HNAPXWAVINSQL01,HNAPXWAVINSQL01,10698.48,Virtual,$748.89
HDCTSM01,HNAPXLCVCHBU1_CB,hnapxlcvchbu1.amerhonda.com,10220.29,Virtual,$715.42
HDCTSM01,HAMQVCLUSTER1_CLU,HDCAPP66,9629.91,Virtual,$674.09
HDCTSM01,ECRMPDB1,ecrmpdb,9313.77,Virtual,$651.96
HDCTSM01,PAHMLGSPNAS01,pahmlgspnas01,9304.23,Virtual,$651.29
HDCTSM01,P1AHMDCWCAEPUB1,P1AHMDCWCAEPUB1,9156.54,Virtual,$640.95
HDCTSM01,HFCPMQBDB2V11_DB2,HFCPXWCASMQB11,9145.9,Virtual,$640.21
HDCTSM01,HNAPXWRPASQLV01_SQL,,9096.59,Virtual,$636.76
HDCTSM01,D_HNAPXWFDMAPP00A_H,HNAPXWFDMAPP00A,8956.02,Virtual,$626.92
HDCTSM01,INPXWSTGSQL01_SQL,INPXWSTGSQL01,8952.49,Virtual,$626.67
HDCTSM01,HNAPXWNAINDBV1_SQL,HNAPXWNAINDB02,8707.47,Virtual,$609.52
HDCTSM01,PAHMAHALSCM01_DB2,pahmahalscm01,8297.62,Virtual,$580.83
HDCTSM01,HAMPXWSQL034_SQL_NOEXP,HAMPXWSQL034,7910.71,Virtual,$553.74
HDCTSM01,PAHMDCLITIMDB01_DB2,pahmdclitimdb01,7776.72,Virtual,$544.37
HDCTSM01,HDCNOTES10_DOM,HDCNOTES10,7689.28,Virtual,$538.24
HDCTSM01,PAHMDCLDOMM01_DOM,pahmdcldomm01,7557.01,Virtual,$528.99
HDCTSM01,P1HAADCW02_SQL,P1HAADCW02,7448.77,Virtual,$521.41
HDCTSM01,HNAPXWARBSQL01_SQL,HNAPXWARBSQL01,7079.82,Virtual,$495.58
HDCTSM01,MMPSQL08_SQL,MMPSQL08,6986.72,Virtual,$489.07
HDCTSM01,HAMPXWSQL008_SQL,HAMPXWSQL008,6922.25,Virtual,$484.55
HDCTSM01,AHMCMSPS01,AHMCMSPS01,6909,Virtual,$483.63
HDCTSM01,AUTOPDW1_DB2,autopdw1,6785.81,Virtual,$475.00
HDCTSM01,HNAPXLCVCH02,hnapxlcvch02.amerhonda.com,6778.7,Virtual,$474.50
HDCTSM01,HNAPXLCVCH01,hnapxlcvch01.amerhonda.com,6773.46,Virtual,$474.14
HDCTSM01,HNAPHLGSPC6NFS01,hnaphlgspc6nfs01,6755.32,Virtual,$472.87
HDCTSM01,HNAPXLSCMAPP07,hnapxlscmapp07,6665.39,Virtual,$466.57
HDCTSM01,CHEBIZUDBP_DB2,chebizudb1t3p,6655.58,Virtual,$465.89
HDCTSM01,CHEBIZFS1T3P,chebizfs1t3p,6563.59,Virtual,$459.45
HDCTSM01,PRTLDB01_DB2,prtldb01,6490.97,Virtual,$454.36
HDCTSM01,HNAPXLSMPDB01_DB2,hnapxlsmpdb01,6457.93,Virtual,$452.05
HDCTSM01,HNAPXLCVCH04,hnapxlcvch04.amerhonda.com,6430.19,Virtual,$450.11
HDCTSM01,HNAPXWEINTEFS01,HNAPXWEINTEFS01,6269.92,Virtual,$438.89
HDCTSM01,HNAPXWFDMAPP001,HNAPXWFDMAPP001,6055.03,Virtual,$423.85
HDCTSM01,HAMPXWSQL031_SQL,HAMPXWSQL031,6043.17,Virtual,$423.02
HDCTSM01,HFCPS04,hfcps04,6026.98,Virtual,$421.88
HDCTSM01,HFCPXWHYPSQL01_SQL,HFCPXWHYPSQL01,5921.92,Virtual,$414.53
HDCTSM01,CHPXLSTXADM01,chpxlstxadm01,5918.05,Virtual,$414.26
HDCTSM01,HFCPXWIMGSQL01_SQL,HFCPXWIMGSQL01,5404.31,Virtual,$378.30
HDCTSM01,AHMTROY03,AHMTROY03,5374.46,Virtual,$376.21
HDCTSM01,HNAPXLCPRODB01_DB2,hnapxlcprodb01,4763.74,Virtual,$333.46
HDCTSM01,AHMPXWUNIFSQL01_SQL,AHMPXWUNIFSQL01,4734.28,Virtual,$331.39
HDCTSM01,CHCOMUDB2T2P,chcomudb2t2p,4634.92,Virtual,$324.44
HDCTSM01,HNAPXLALRTDB01_DB2,hnapxlalrtdb01,4478.94,Virtual,$313.52
HDCTSM01,PAHMAHALBI01_DB2,pahmahalbi01,4434.74,Virtual,$310.43
HDCTSM01,CHCOMUDB1T2P,chcomudb1t2p,4427.43,Virtual,$309.92
HDCTSM01,AHMPXWAUISSQL01_SQL,AHMPXWAUISSQL01,4381.94,Virtual,$306.73
HDCTSM01,HOLD_DELETE_M_HFCPS04_ARCH,,4378.78,Virtual,$306.51
HDCTSM01,HNAPXWCRMSDB01_SQL,HNAPXWCRMSDB01,4352.62,Virtual,$304.68
HDCTSM01,AHMPXLHALF01,ahmpxlhalf01,4295.29,Virtual,$300.67
HDCTSM01,HOLD_HAMPXWSQLV03_SQL_30DAY,HAMPXWSQLV03,4235.17,Virtual,$296.46
HDCTSM01,HNAPXWESSAPP02,HNAPXWESSAPP02,4227.47,Virtual,$295.92
HDCTSM01,HNAPXWWEBGSQL01_SQL,HNAPXWWEBGSQL01,4224.81,Virtual,$295.73
HDCTSM01,AHMPXWHALSQLCL1_SQL,AHMPXWHALSQLV01,4224.01,Virtual,$295.68
HDCTSM01,HNAPXLIGIDB,hnapxligidb01,4156.34,Virtual,$290.94
HDCTSM01,HNAPXLIGIDB01,hnapxligidb01,4155.85,Virtual,$290.90
HDCTSM01,CHEBIZSHRUDBP_B2E_DB2,chebizshrudb2t3p,4151.66,Virtual,$290.61
HDCTSM01,HNAPXLAVINDB01_DB2,hnapxlavindb01,4122.4,Virtual,$288.56
HDCTSM01,HNAPXWISOSQL01_SQL,HNAPXWISOSQL01,4115.65,Virtual,$288.09
HDCTSM01,CHEBIZFS2T3P,chebizfs2t3p,3913.5,Virtual,$273.94
HDCTSM01,LINPROD01,linprod01,3849.16,Virtual,$269.44
HDCTSM01,HAMDXWAPP004_DOM,HAMDXWAPP004,3832.13,Virtual,$268.24
HDCTSM01,HNAPHDCWSCMDP01,HNAPHDCWSCMDP01,3766.76,Virtual,$263.67
HDCTSM01,HNAPXWSIISQL01_SQL,HNAPXWSIISQL01,3707.71,Virtual,$259.53
HDCTSM01,HNAPHDCWSCMDP02,HNAPHDCWSCMDP02,3691.35,Virtual,$258.39
HDCTSM01,HNAPXLRPXDB01_DB2,hnapxlrpxdb01,3564.73,Virtual,$249.53
HDCTSM01,MMPNOTES07_DOM,MMPNOTES07,3554.15,Virtual,$248.79
HDCTSM01,HNAPXLIGIDB01_DB2,hnapxligidb01,3443.38,Virtual,$241.03
HDCTSM01,AHMPXWAPXAPP001,AHMPXWAPXAPP001,3427.78,Virtual,$239.94
HDCTSM01,IBMPXLSTORIX01,IBMPXLSTORIX01.amerhonda.com,3404.74,Virtual,$238.33
HDCTSM01,HAMPXWSQL040_SQL,HAMPXWSQL040,3364.81,Virtual,$235.53
HDCTSM01,HPEPHPEWNOTES01_DOM,HPEPHPEWNOTES01,3300.56,Virtual,$231.03
HDCTSM01,HAMPXWSQLV025_SQL,,3264.56,Virtual,$228.51
HDCTSM01,PAHMDCLMFTST01,pahmdclmftst01.amerhonda.com,3108.29,Virtual,$217.58
HDCTSM01,PAHMDCLNCSCS01,pahmdclncscs01.amerhonda.com,3020.49,Virtual,$211.43
HDCTSM01,P1AHMLON3GHDS01_E,P1AHMLON3GHDS01,2935.63,Virtual,$205.49
HDCTSM01,AHMPXWVGPBAPP01,AHMPXWVGPBAPP01,2853.14,Virtual,$199.71
HDCTSM01,HNAPXLTRACDB01_DB2,hnapxltracdb01,2781.02,Virtual,$194.67
HDCTSM01,INPXWSTGSQL01,INPXWSTGSQL01,2724.36,Virtual,$190.70
HDCTSM01,HDCAPP50,HDCAPP50,2704.47,Virtual,$189.31
HDCTSM01,HFCQXLPSDB01_ORA,hfcqxlpsdb01.amerhonda.com,2674.19,Virtual,$187.19
HDCTSM01,HNAPXWCMNDOM10_DOM,HNAPXWCMNDOM10,2626.71,Virtual,$183.86
HDCTSM01,AIRPDB,airpdb,2616.96,Virtual,$183.18
HDCTSM01,HNAPXWSVCLOG01_SQL,HNAPXWSVCLOG01,2577.81,Virtual,$180.44
HDCTSM01,HNAPXLCVCC01,hnapxlcvcc01,2544.34,Virtual,$178.10
HDCTSM01,CHPUBDBPROD1,chpubdbprod1,2501.49,Virtual,$175.10
HDCTSM01,CHPUBDBPROD,chpubdbprod1,2501.47,Virtual,$175.10
HDCTSM01,HFCPXWHYPESS01,HFCPXWHYPESS01,2476.86,Virtual,$173.38
HDCTSM01,HNAPXWGENSQLCL1_SQL,HNAPXWGENSQLV01,2438.06,Virtual,$170.66
HDCTSM01,HAMPXWSQL016_SQL,HAMPXWSQL016,2437.49,Virtual,$170.62
HDCTSM01,HNAPXWCVSQL05,HNAPXWCVSQL05,2401.29,Virtual,$168.09
HDCTSM01,HDCNOTES15_DOM,HDCNOTES15,2376.3,Virtual,$166.34
HDCTSM01,AHMPXWHDSSQL01_SQL,AHMPXWHDSSQL01,2364.19,Virtual,$165.49
HDCTSM01,AIXHUB1PN,aixhub1pn,2359.21,Virtual,$165.14
HDCTSM01,HNACXWCVSQL01_SQL,HNACXWCVSQL01,2344.2,Virtual,$164.09
HDCTSM01,HFCPXWSAVDB01_SQL,HFCPXWSAVDB01,2260.3,Virtual,$158.22
HDCTSM01,ZENAPROD_ORA,zena,2190.45,Virtual,$153.33
HDCTSM01,IBMPHWVRASQL_SQL,IBMPHWVRASQL01,2152.29,Virtual,$150.66
HDCTSM01,HNAPXWESSAPP03,HNAPXWESSAPP03,2130.89,Virtual,$149.16
HDCTSM01,HNAPXLCVSTX01,hnapxlcvstx01,2123.71,Virtual,$148.65
HDCTSM01,PAHMAHALSCM01,pahmahalscm01,2022.17,Virtual,$141.55
HDCTSM01,MMPDEV14_DOM,MMPDEV14,1946.96,Virtual,$136.28
HDCTSM01,HNAPXLOTANAS01,hnapxlotanas01,1943.37,Virtual,$136.03
HDCTSM01,SEIDW01,seidw01,1936.9,Virtual,$135.58
HDCTSM01,HNAPXLCVCC05,hnapxlcvcc05,1926.69,Virtual,$134.86
HDCTSM01,CHPSFDMDBP_DB,chpsfdmdb,1919.77,Virtual,$134.38
HDCTSM01,HDCNOTES30_DOM,HDCNOTES30,1898.82,Virtual,$132.91
HDCTSM01,HNAPXWTBLEAU01,HNAPXWTBLEAU01,1887.24,Virtual,$132.10
HDCTSM01,PAHMDCLAUTDB01_DB2,pahmdclautdb01,1876.84,Virtual,$131.37
HDCTSM01,HDCNOTES00,HDCNOTES00,1853.51,Virtual,$129.74
HDCTSM01,PAHMDCLITIMLDAP01,pahmdclitimldap01,1846.54,Virtual,$129.25
HDCTSM01,HNAPXLOTADB02_ORA,hnapxlotadb02,1816.47,Virtual,$127.15
HDCTSM01,HAMPXWLMSQL001_SQL,HAMPXWLMSQL001,1813.13,Virtual,$126.91
HDCTSM01,HAMPXWSQL018_SQL,HAMPXWSQL018,1801.98,Virtual,$126.13
HDCTSM01,HNAPXLCVCC06,hnapxlcvcc06,1784.13,Virtual,$124.88
HDCTSM01,HNAPXLOTADB01_ORA,hnapxlotadb01,1783.47,Virtual,$124.84
HDCTSM01,HAMPXWSQL035_SQL,HAMPXWSQL035,1696.53,Virtual,$118.75
HDCTSM01,PAHMDCLITIMLDAP02,pahmdclitimldap02,1692.78,Virtual,$118.49
HDCTSM01,HNAPXLODBDBV1_DB2,hnapxlodmdb02,1608.72,Virtual,$112.61
HDCTSM01,PAHMAHALECC11,pahmahalecc11,1606.66,Virtual,$112.46
HDCTSM01,HFCPXWSAVDB01,HFCPXWSAVDB01,1606.54,Virtual,$112.45
HDCTSM01,PAHMDCLENDDM01,pahmdclenddm01,1603.77,Virtual,$112.26
HDCTSM01,HNAPXWCMSFS01,HNAPXWCMSFS01,1599.56,Virtual,$111.96
HDCTSM01,HFCPETL1,hfcpetl1,1574.4,Virtual,$110.20
HDCTSM01,SVCPROD3,svcprod3,1559.06,Virtual,$109.13
HDCTSM01,P1AHMLON3GHDS01,P1AHMLON3GHDS01,1537.55,Virtual,$107.62
HDCTSM01,HNAQXWWBIQVCL01_CLU,HNAPXWWBIQVFS02,1524.47,Virtual,$106.71
HDCTSM01,ISDWEBPS02,isdwebps02.amerhonda.com,1494.21,Virtual,$104.59
HDCTSM01,HR01,hr01,1483.47,Virtual,$103.84
HDCTSM01,AHMCMSPS04_SQL,AHMCMSPS04,1473.42,Virtual,$103.13
HDCTSM01,IBMPHWCTRX03,IBMPHWCTRX03,1453.24,Virtual,$101.72
HDCTSM01,HNAPXLCVTLS01,hnapxlcvtls01,1383.49,Virtual,$96.84
HDCTSM01,HNAPXLARTAPP01,hnapxlartapp01,1381.66,Virtual,$96.71
HDCTSM01,HNAPXWTBLEAU02,HNAPXWTBLEAU02,1380.39,Virtual,$96.62
HDCTSM01,HNAPXWAPPMGR05,HNAPXWAPPMGR05,1379.1,Virtual,$96.53
HDCTSM01,PAHMLGSPSTX01,pahmlgspstx01,1378.58,Virtual,$96.50
HDCTSM01,HNAPXLMFTST03,hnapxlmftst03,1318.51,Virtual,$92.29
HDCTSM01,D_HNAPXWCMNAPP05,HNAPXWCMNAPP05,1303.69,Virtual,$91.25
HDCTSM01,HNAPXLPDDASB01,hnapxlpddasb01,1303.36,Virtual,$91.23
HDCTSM01,HNAPXWFTP001,HNAPXWFTP001,1299.22,Virtual,$90.94
HDCTSM01,IBMPHWTPC01_DB2,IBMPHWTPC01,1292.26,Virtual,$90.45
HDCTSM01,HFCPXWCASAPP11,HFCPXWCASAPP11,1286.75,Virtual,$90.07
HDCTSM01,HDCAPP66,HDCAPP66,1263.3,Virtual,$88.43
HDCTSM01,HNAPXWFQRDB01_SQL,HNAPXWFQRDB01,1252.05,Virtual,$87.64
HDCTSM01,HNAPXLCVCC02,hnapxlcvcc02,1240.93,Virtual,$86.86
HDCTSM01,HFCPXWPSNT01,HFCPXWPSNT01,1225.56,Virtual,$85.78
HDCTSM01,AHMTROY01,AHMTROY01,1224.37,Virtual,$85.70
HDCTSM01,AIXPS01P,aixps01p,1206.85,Virtual,$84.47
HDCTSM01,HNAPWGSPFS01,HNAPWGSPFS01,1195.87,Virtual,$83.71
HDCTSM01,PHNADCLDOMX01_DOM,phnadcldomx01,1193.62,Virtual,$83.55
HDCTSM01,ECRMDAP2,ecrmdap2,1175.15,Virtual,$82.26
HDCTSM01,HNAPLGSPPB1D1,hnaplgsppb1d1,1173.8,Virtual,$82.16
HDCTSM01,AHMCHI01,AHMCHI01,1161.2,Virtual,$81.28
HDCTSM01,HOLD_HFCPXWHYPSQL01_SQL90DAY,HFCPXWHYPSQL01,1155.58,Virtual,$80.89
HDCTSM01,HNAPXWPKIINF001,HNAPXWPKIINF001,1123.17,Virtual,$78.62
HDCTSM01,AHMPXWPRTSSQL01_SQL,AHMPXWPRTSSQL01,1099.26,Virtual,$76.94
HDCTSM01,HNAPXLCVCC03,hnapxlcvcc03,1095.32,Virtual,$76.67
HDCTSM01,HFCPGBWSQLV11_SQL,HFCPGBWSQLV11,1094.05,Virtual,$76.58
HDCTSM01,D_HNAPXLBDETL01,hnapxlbdetl01,1093.64,Virtual,$76.55
HDCTSM01,AHMDUL01,AHMDUL01,1093.2,Virtual,$76.52
HDCTSM01,HNAPXWAPPMGR01,HNAPXWAPPMGR01,1088.26,Virtual,$76.17
HDCTSM01,CHEMSKFKPROD3,chemskfkprod3,1085.96,Virtual,$76.01
HDCTSM01,HDCWEB26,HDCWEB26,1078.3,Virtual,$75.48
HDCTSM01,HNAPXLCVCC04,hnapxlcvcc04,1071.63,Virtual,$75.01
HDCTSM01,HNAPXWGSPUPDB_SQL,HNAPXWGSPUPDB,1068.74,Virtual,$74.81
HDCTSM01,HNAPXLCVFD01,hnapxlcvfd01,1041.03,Virtual,$72.87
HDCTSM01,HNAPXWAPPMGR04,HNAPXWAPPMGR04,1035.03,Virtual,$72.45
HDCTSM01,HNAPXWEQSQLCL01_SQL,HNAPXWEQSQLV01,1027.72,Virtual,$71.94
HDCTSM01,HNAPXWNAINPHA02,HNAPXWNAINPHA02,1026.39,Virtual,$71.84
HDCTSM01,PAHMDCLDOMX01_DOM,pahmdcldomx01,1015.76,Virtual,$71.10
HDCTSM01,SVCPROD3_DB2,svcprod3,1005.13,Virtual,$70.35
HDCTSM01,D_MMPAPP01,MMPAPP01,993.4,Virtual,$69.53
HDCTSM01,HNAPXWARBAPP01,HNAPXWARBAPP01,990.18,Virtual,$69.31
HDCTSM01,HNAPXLA2QAPP01,hnapxla2qapp01,986.24,Virtual,$69.03
HDCTSM01,AIXRMAN1P_ORA,aixrman1p,986.11,Virtual,$69.02
HDCTSM01,D_PAHMDCLNCSCS01A,pahmdclncscs01a,967.27,Virtual,$67.70
HDCTSM01,D_HFCPXWDLDBV01_DB,HFCPXWDLDB001,966.84,Virtual,$67.67
HDCTSM01,CHEBIZFS2T3P_FILE,chebizfs2t3p,966.73,Virtual,$67.67
HDCTSM01,AUTOPDW1,autopdw1,961.41,Virtual,$67.29
HDCTSM01,AHMPXWHALSQL01,AHMPXWHALSQL01,957.01,Virtual,$66.99
HDCTSM01,HDCAPP43,HDCAPP43,956.43,Virtual,$66.95
HDCTSM01,CHEMSKFKPROD2,chemskfkprod2,956.38,Virtual,$66.94
HDCTSM01,HNAPXLDCMSDB_DB2,hnapxldcmsdb01,936.38,Virtual,$65.54
HDCTSM01,AHMALP01,AHMALP01,932.84,Virtual,$65.29
HDCTSM01,HNAPXLSPSDB01_DB2,hnapxlspsdb01,929.47,Virtual,$65.06
HDCTSM01,AHMPXWGDVSSQL01_SQL,AHMPXWGDVSSQL01,928.02,Virtual,$64.96
HDCTSM01,HNAPXLCVFD03,hnapxlcvfd03,912.83,Virtual,$63.89
HDCTSM01,PAHMDCLITIMRPT01,pahmdclitimrpt01,906.17,Virtual,$63.43
HDCTSM01,CHEMSKFKPROD1,chemskfkprod1,904.38,Virtual,$63.30
HDCTSM01,HFCPXWCASMQB11,HFCPXWCASMQB11,901.84,Virtual,$63.12
HDCTSM01,HDCNOTES02,HDCNOTES02,884.38,Virtual,$61.90
HDCTSM01,PAHMDCLDOMI01_DOM,pahmdcldomi01,878.85,Virtual,$61.51
HDCTSM01,HNAPXLCVFD02,hnapxlcvfd02,869.17,Virtual,$60.84
HDCTSM01,HR01_DB2,hr01,860.41,Virtual,$60.22
HDCTSM01,HNAPXWSWREPO01,HNAPXWSWREPO01,858.57,Virtual,$60.09
HDCTSM01,HFCPRODA,hfcprod1,852.13,Virtual,$59.64
HDCTSM01,PAHMDCLNGAESB02,pahmdclngaesb02,849.94,Virtual,$59.49
HDCTSM01,AHFCODSPS01,AHFCODSPS01,844.16,Virtual,$59.09
HDCTSM01,AHMPXAHRAPP01,ahmpxahrapp01,836.42,Virtual,$58.54
HDCTSM01,HNAPLGSPPB1D2,hnaplgsppb1d2,831.8,Virtual,$58.22
HDCTSM01,HNAPXWONPTHS01,HNAPXWONPTHS01,826.8,Virtual,$57.87
HDCTSM01,HNAPLGSPPB1D3,hnaplgsppb1d3,824.25,Virtual,$57.69
HDCTSM01,M_HDCTSM01,hnaphdcptsm01,821.88,Virtual,$57.53
HDCTSM01,HNAPXWSTKAPP02,HNAPXWSTKAPP02,821.43,Virtual,$57.50
HDCTSM01,HAMPXWSQL028_SQL,HAMPXWSQL028,813.43,Virtual,$56.94
HDCTSM01,HNAPXWAVEPO01,HNAPXWAVEPO01,809.25,Virtual,$56.64
HDCTSM01,P1HAADCW02,P1HAADCW02,806.09,Virtual,$56.42
HDCTSM01,HNAPXWGENMEDI01,HNAPXWGENMEDI01,786.78,Virtual,$55.07
HDCTSM01,HNAPXWMAXAPP02,HNAPXWMAXAPP02,785.69,Virtual,$54.99
HDCTSM01,AHMPXWHALSQLCL1,AHMPXWHALSQL01,784.34,Virtual,$54.90
HDCTSM01,HNAPXWCMNDOM10,HNAPXWCMNDOM10,784.16,Virtual,$54.89
HDCTSM01,AHMFRE01,AHMFRE01,781.08,Virtual,$54.67
HDCTSM01,CHPSFDMAPP1,chpsfdmapp1,779.8,Virtual,$54.58
HDCTSM01,HOLD_HAMPXWSQLV03_SQL_90DAY,HAMPXWSQLV03,776.95,Virtual,$54.38
HDCTSM01,HNAPXWSCCMAPP01,HNAPXWSCCMAPP01,765.15,Virtual,$53.56
HDCTSM01,HNAPXWESCMAPP05,HNAPXWESCMAPP05,765.05,Virtual,$53.55
HDCTSM01,CHEBIZWAS1T2PA,chebizwas1t2pa,754.37,Virtual,$52.80
HDCTSM01,HNAPXWNAINAPP01,HNAPXWNAINAPP01,752.69,Virtual,$52.68
HDCTSM01,HNAPXLCMPIAS01,hnapxlcmpias01,739.1,Virtual,$51.73
HDCTSM01,IBMPHWWSUS01,IBMPHWWSUS01,734,Virtual,$51.38
HDCTSM01,HFCPCASMQV12,HFCPXWCASAPP11,730.67,Virtual,$51.14
HDCTSM01,HNAPXWITPMSQL01_SQL,HNAPXWITPMSQL01,728.25,Virtual,$50.97
HDCTSM01,AIXDM01P,aixdm01p,720.48,Virtual,$50.43
HDCTSM01,PAHMDCLMFTSDB01,pahmdclmftsdb01,719.41,Virtual,$50.35
HDCTSM01,PAHMDCLMFTSDB02,pahmdclmftsdb02,713.56,Virtual,$49.94
HDCTSM01,CHEBIZWAS2T2PA,chebizwas2t2pa,710.5,Virtual,$49.73
HDCTSM01,HFCPMQBMQV11_CLU,HFCPXWCASMQB11,709.67,Virtual,$49.67
HDCTSM01,HNAPXWMAXAPP01,HNAPXWMAXAPP01,702.99,Virtual,$49.20
HDCTSM01,HFCPXWCASSQL12,HFCPXWCASSQL12,700.51,Virtual,$49.03
HDCTSM01,HFCPXWCASSQL11,HFCPXWCASSQL11,700.3,Virtual,$49.02
HDCTSM01,PAHMAHALBI01,pahmahalbi01,697.38,Virtual,$48.81
HDCTSM01,INPXWCORSQLCL01,INPXWCORSQL05,695.01,Virtual,$48.65
HDCTSM01,HFCPXWCASSQL15,HFCPXWCASSQL15,690.32,Virtual,$48.32
HDCTSM01,HFCPXWIMGARCH01,HFCPXWIMGARCH01,685.88,Virtual,$48.01
HDCTSM01,HNAPXWFSMSAPP01,HNAPXWFSMSAPP01,684.4,Virtual,$47.90
HDCTSM01,HNAPXWQCNAPP01,HNAPXWQCNAPP01,673.76,Virtual,$47.16
HDCTSM01,AHFCIRV01,AHFCIRV01,672.8,Virtual,$47.09
HDCTSM01,CHCMUDB1T2P,chcmudb1t2p,664.57,Virtual,$46.51
HDCTSM01,HNAPXWWBIQVFS02,HNAPXWWBIQVFS02,662.88,Virtual,$46.40
HDCTSM01,HNAPXLRPXDB01,hnapxlrpxdb01,662.06,Virtual,$46.34
HDCTSM01,AHMPXWSMTP01,AHMPXWSMTP01,660.05,Virtual,$46.20
HDCTSM01,D_HNAPXLBDETL02,hnapxlbdetl02,655.66,Virtual,$45.89
HDCTSM01,AIRPETL,airpetl,655.42,Virtual,$45.87
HDCTSM01,PHNADCLDOMI01_DOM,phnadcldomi01,655.05,Virtual,$45.85
HDCTSM01,HFCPXWLEWSQL01,HFCPXWLEWSQL01,646.51,Virtual,$45.25
HDCTSM01,HDCAPP67,HDCAPP67,644.3,Virtual,$45.10
HDCTSM01,IBMPHWCTRX04,IBMPHWCTRX04,642.05,Virtual,$44.94
HDCTSM01,PAHMDCLITIMDB02,pahmdclitimdb02,638.37,Virtual,$44.68
HDCTSM01,HFCPXLPSOEM01_ORA,hfcpxlpsoem01.amerhonda.com,637.89,Virtual,$44.65
HDCTSM01,HNAPXLSVCQDB01,hnapxlsvcqdb01,630.61,Virtual,$44.14
HDCTSM01,HNAPXLESASS01,hnapxlesass01,628.98,Virtual,$44.02
HDCTSM01,AHMPXWSMTP02,AHMPXWSMTP02,626.03,Virtual,$43.82
HDCTSM01,INPXWIIS10,INPXWIIS10,623.33,Virtual,$43.63
HDCTSM01,PAHMDCLITIMAPP03,pahmdclitimapp03,622.96,Virtual,$43.60
HDCTSM01,HNAPXWQCNSQL01_SQL,HNAPXWQCNSQL01,616.09,Virtual,$43.12
HDCTSM01,PAHMDCLITIMRPT02,pahmdclitimrpt02,614.58,Virtual,$43.02
HDCTSM01,HNAPXLOTAAPP05,hnapxlotaapp05,613.45,Virtual,$42.94
HDCTSM01,CHNIMPROD1,chnimprod1,607.94,Virtual,$42.55
HDCTSM01,HNAPXWGENMEDI02,HNAPXWGENMEDI02,605.97,Virtual,$42.41
HDCTSM01,HNAPXLCVCHBU1,hnapxlcvchbu1.amerhonda.com,602.9,Virtual,$42.20
HDCTSM01,HNAPXWPMCSSQL01_SQL,HNAPXWPMCSSQL01,602.8,Virtual,$42.19
HDCTSM01,INPXWIIS04,INPXWIIS04,601.97,Virtual,$42.13
